Timestamp,Vehicle1,Vehicle2,TTC,Distance,Severity
00:53.1,5,7,0.74,9.50,HIGH
00:53.2,0,20,2.77,17.80,LOW
00:53.2,12,33,1.45,14.76,MEDIUM
00:53.2,14,7,2.08,27.10,LOW
00:53.2,16,19,0.57,11.27,CRITICAL
00:53.2,20,9,1.83,22.04,MEDIUM
00:53.2,23,33,1.79,8.13,MEDIUM
00:53.2,23,44,2.93,14.39,LOW
00:53.2,25,9,1.65,20.48,MEDIUM
00:53.2,28,45,1.12,26.38,MEDIUM
00:53.2,3,33,2.21,7.92,LOW
00:53.2,5,7,0.62,8.41,HIGH
00:53.3,0,20,2.75,17.18,LOW
00:53.3,12,33,0.97,14.80,HIGH
00:53.3,14,7,1.90,25.77,MEDIUM
00:53.3,16,19,0.48,10.57,CRITICAL
00:53.3,20,9,1.77,21.06,MEDIUM
00:53.3,23,33,1.53,8.03,MEDIUM
00:53.3,25,9,1.45,19.64,MEDIUM
00:53.3,28,45,1.05,24.12,MEDIUM
00:53.3,3,33,1.73,7.91,MEDIUM
00:53.3,5,7,0.51,7.31,HIGH
00:53.4,0,20,2.79,16.58,LOW
00:53.4,12,33,0.60,14.85,HIGH
00:53.4,14,7,1.78,24.43,MEDIUM
00:53.4,16,19,0.38,9.98,CRITICAL
00:53.4,20,9,1.75,20.13,MEDIUM
00:53.4,23,33,1.36,7.91,MEDIUM
00:53.4,25,9,1.26,18.88,MEDIUM
00:53.4,28,45,0.97,21.91,HIGH
00:53.4,3,33,1.38,7.91,MEDIUM
00:53.4,5,7,0.40,6.22,HIGH
00:53.5,0,20,2.82,16.01,LOW
00:53.5,12,33,0.29,14.90,HIGH
00:53.5,14,7,1.64,23.07,MEDIUM
00:53.5,16,19,0.28,9.50,CRITICAL
00:53.5,20,9,1.72,19.25,MEDIUM
00:53.5,23,33,1.20,7.78,MEDIUM
00:53.5,25,9,1.12,18.13,MEDIUM
00:53.5,28,45,0.87,19.72,HIGH
00:53.5,3,33,1.07,7.91,MEDIUM
00:53.5,48,49,1.44,28.32,MEDIUM
00:53.5,5,7,0.29,5.16,HIGH
00:53.6,0,20,2.90,15.48,LOW
00:53.6,0,9,2.40,29.23,LOW
00:53.6,12,33,0.05,14.96,HIGH
00:53.6,14,7,1.50,21.66,MEDIUM
00:53.6,16,19,0.18,9.15,CRITICAL
00:53.6,20,9,1.71,18.42,MEDIUM
00:53.6,23,33,1.08,7.65,MEDIUM
00:53.6,25,9,0.96,17.45,HIGH
00:53.6,28,45,0.77,17.56,HIGH
00:53.6,3,33,0.84,7.92,HIGH
00:53.6,48,49,1.32,26.35,MEDIUM
00:53.6,5,7,0.19,4.20,HIGH
00:53.7,0,20,2.90,14.96,LOW
00:53.7,0,9,2.42,28.31,LOW
00:53.7,14,7,1.39,20.25,MEDIUM
00:53.7,16,19,0.07,8.95,CRITICAL
00:53.7,20,9,1.69,17.63,MEDIUM
00:53.7,23,33,0.98,7.52,HIGH
00:53.7,25,9,0.81,16.87,HIGH
00:53.7,28,45,0.67,15.40,HIGH
00:53.7,3,33,0.63,7.93,HIGH
00:53.7,43,46,0.64,29.53,HIGH
00:53.7,48,49,1.19,24.34,MEDIUM
00:53.7,5,7,0.09,3.48,HIGH
00:53.8,0,20,2.99,14.48,LOW
00:53.8,0,9,2.44,27.44,LOW
00:53.8,10,38,1.13,29.67,MEDIUM
00:53.8,14,7,1.26,18.80,MEDIUM
00:53.8,20,9,1.68,16.90,MEDIUM
00:53.8,23,33,0.85,7.37,HIGH
00:53.8,25,9,0.65,16.39,HIGH
00:53.8,28,45,0.57,13.41,HIGH
00:53.8,3,33,0.42,7.95,HIGH
00:53.8,43,46,0.53,28.74,HIGH
00:53.8,48,49,1.07,22.29,MEDIUM
00:53.9,0,20,2.97,14.01,LOW
00:53.9,0,9,2.28,26.59,LOW
00:53.9,10,38,1.02,27.06,MEDIUM
00:53.9,14,7,1.14,17.33,MEDIUM
00:53.9,20,9,1.54,16.16,MEDIUM
00:53.9,23,33,0.74,7.23,HIGH
00:53.9,25,9,0.53,15.96,HIGH
00:53.9,28,45,0.47,11.52,HIGH
00:53.9,3,33,0.22,7.99,HIGH
00:53.9,43,46,0.42,28.09,HIGH
00:53.9,48,49,0.95,20.21,HIGH
00:54.0,0,9,2.12,25.76,LOW
00:54.0,10,38,0.92,24.44,HIGH
00:54.0,14,7,1.01,15.82,MEDIUM
00:54.0,20,9,1.41,15.42,MEDIUM
00:54.0,23,33,0.65,7.08,HIGH
00:54.0,25,47,1.52,28.97,MEDIUM
00:54.0,25,9,0.41,15.59,HIGH
00:54.0,28,45,0.37,9.76,HIGH
00:54.0,3,33,0.04,8.04,HIGH
00:54.0,33,44,2.94,18.40,LOW
00:54.0,43,46,0.30,27.62,HIGH
00:54.0,48,49,0.83,18.08,HIGH
00:54.1,0,9,1.96,24.95,MEDIUM
00:54.1,10,38,0.83,21.85,HIGH
00:54.1,14,7,0.89,14.29,HIGH
00:54.1,20,9,1.27,14.68,MEDIUM
00:54.1,23,33,0.56,6.93,HIGH
00:54.1,25,47,1.40,27.06,MEDIUM
00:54.1,25,9,0.31,15.28,HIGH
00:54.1,28,45,0.27,8.52,HIGH
00:54.1,33,44,2.72,17.95,LOW
00:54.1,43,46,0.18,27.31,HIGH
00:54.1,48,49,0.71,15.93,HIGH
00:54.2,0,9,1.80,24.17,MEDIUM
00:54.2,10,38,0.73,19.29,HIGH
00:54.2,14,7,0.77,12.75,HIGH
00:54.2,20,9,1.14,13.95,MEDIUM
00:54.2,23,33,0.49,6.79,HIGH
00:54.2,25,47,1.28,25.13,MEDIUM
00:54.2,25,9,0.20,15.06,HIGH
00:54.2,28,45,0.17,7.61,HIGH
00:54.2,33,44,2.53,17.51,LOW
00:54.2,43,46,0.06,27.17,HIGH
00:54.2,48,49,0.60,13.76,HIGH
00:54.3,0,9,1.64,23.41,MEDIUM
00:54.3,10,38,0.64,16.75,HIGH
00:54.3,14,7,0.66,11.17,HIGH
00:54.3,20,9,1.02,13.22,MEDIUM
00:54.3,23,33,0.48,6.52,HIGH
00:54.3,25,47,1.17,23.18,MEDIUM
00:54.3,25,9,0.08,14.93,HIGH
00:54.3,28,45,0.07,7.19,HIGH
00:54.3,33,44,2.36,16.96,LOW
00:54.3,48,49,0.49,11.57,HIGH
00:54.4,0,9,1.48,22.70,MEDIUM
00:54.4,10,38,0.54,14.26,HIGH
00:54.4,14,7,0.55,9.60,HIGH
00:54.4,20,9,0.90,12.52,HIGH
00:54.4,23,33,0.48,6.23,HIGH
00:54.4,25,47,1.06,21.22,MEDIUM
00:54.4,33,44,2.19,16.41,LOW
00:54.4,48,49,0.38,9.38,HIGH
00:54.5,0,9,1.33,22.02,MEDIUM
00:54.5,10,38,0.45,11.81,HIGH
00:54.5,14,7,0.44,8.04,HIGH
00:54.5,20,9,0.78,11.84,HIGH
00:54.5,23,33,0.47,5.94,HIGH
00:54.5,25,47,0.95,19.24,HIGH
00:54.5,33,44,2.06,15.86,LOW
00:54.5,48,49,0.28,7.24,HIGH
00:54.6,0,9,1.17,21.38,MEDIUM
00:54.6,10,38,0.35,9.43,HIGH
00:54.6,14,7,0.33,6.49,HIGH
00:54.6,20,9,0.67,11.19,CRITICAL
00:54.6,23,33,0.44,5.65,HIGH
00:54.6,25,47,0.84,17.25,HIGH
00:54.6,33,44,1.93,15.31,MEDIUM
00:54.6,48,49,0.18,5.25,HIGH
00:54.7,0,9,1.01,20.79,MEDIUM
00:54.7,10,38,0.26,7.15,HIGH
00:54.7,14,7,0.22,5.04,HIGH
00:54.7,20,9,0.55,10.60,CRITICAL
00:54.7,23,33,0.40,5.37,HIGH
00:54.7,25,47,0.73,15.24,HIGH
00:54.7,33,44,1.81,14.76,MEDIUM
00:54.7,48,49,0.08,3.67,HIGH
00:54.8,0,9,0.88,20.26,HIGH
00:54.8,10,38,0.16,5.08,HIGH
00:54.8,14,7,0.12,3.84,HIGH
00:54.8,20,9,0.45,10.06,CRITICAL
00:54.8,23,33,0.33,5.09,HIGH
00:54.8,25,47,0.62,13.22,HIGH
00:54.8,33,44,1.68,14.21,MEDIUM
00:54.8,47,9,1.62,29.11,MEDIUM
00:54.9,0,9,0.73,19.78,HIGH
00:54.9,10,38,0.06,3.55,HIGH
00:54.9,14,7,0.02,3.21,HIGH
00:54.9,20,9,0.36,9.58,CRITICAL
00:54.9,23,33,0.27,4.85,HIGH
00:54.9,25,47,0.51,11.19,HIGH
00:54.9,33,44,1.59,13.66,MEDIUM
00:54.9,47,9,1.50,27.63,MEDIUM
00:55.0,0,9,0.58,19.37,HIGH
00:55.0,20,9,0.27,9.18,CRITICAL
00:55.0,23,33,0.24,4.53,HIGH
00:55.0,25,47,0.41,9.18,HIGH
00:55.0,26,38,1.56,28.41,MEDIUM
00:55.0,33,44,1.54,13.07,MEDIUM
00:55.0,47,9,1.38,26.17,MEDIUM
00:55.1,0,9,0.45,19.03,HIGH
00:55.1,20,9,0.18,8.86,CRITICAL
00:55.1,23,33,0.22,4.17,HIGH
00:55.1,25,47,0.30,7.22,HIGH
00:55.1,26,38,1.48,26.64,MEDIUM
00:55.1,33,44,1.49,12.44,MEDIUM
00:55.1,35,45,0.99,29.01,HIGH
00:55.1,47,9,1.26,24.72,MEDIUM
00:55.2,0,9,0.33,18.75,HIGH
00:55.2,20,9,0.09,8.65,CRITICAL
00:55.2,23,33,0.18,3.84,HIGH
00:55.2,25,47,0.20,5.38,HIGH
00:55.2,26,38,1.40,24.88,MEDIUM
00:55.2,33,44,1.44,11.80,MEDIUM
00:55.2,35,45,0.89,26.11,HIGH
00:55.2,47,9,1.14,23.30,MEDIUM
00:55.3,0,9,0.20,18.56,HIGH
00:55.3,23,33,0.13,3.55,HIGH
00:55.3,25,47,0.10,3.87,HIGH
00:55.3,26,38,1.32,23.17,MEDIUM
00:55.3,33,44,1.35,11.15,MEDIUM
00:55.3,35,45,0.79,23.23,HIGH
00:55.3,47,9,1.03,21.95,MEDIUM
00:55.4,0,9,0.09,18.45,HIGH
00:55.4,20,47,2.20,29.21,LOW
00:55.4,23,33,0.06,3.33,HIGH
00:55.4,25,47,0.00,3.20,HIGH
00:55.4,26,38,1.24,21.47,MEDIUM
00:55.4,33,44,1.26,10.50,MEDIUM
00:55.4,35,45,0.69,20.35,HIGH
00:55.4,47,9,0.92,20.69,HIGH
00:55.5,0,9,0.01,18.40,HIGH
00:55.5,20,47,2.14,27.92,LOW
00:55.5,26,38,1.16,19.80,MEDIUM
00:55.5,33,44,1.16,9.84,MEDIUM
00:55.5,35,45,0.59,17.48,HIGH
00:55.5,47,9,0.82,19.53,HIGH
00:55.6,20,34,2.06,28.84,LOW
00:55.6,20,47,2.09,26.67,LOW
00:55.6,26,38,1.08,18.16,MEDIUM
00:55.6,33,44,1.07,9.19,MEDIUM
00:55.6,35,45,0.49,14.63,HIGH
00:55.6,40,8,1.16,28.02,MEDIUM
00:55.6,47,9,0.71,18.49,HIGH
00:55.7,20,34,1.95,27.46,MEDIUM
00:55.7,20,47,2.02,25.43,LOW
00:55.7,26,38,0.99,16.55,HIGH
00:55.7,33,44,0.99,8.50,HIGH
00:55.7,35,45,0.39,11.81,HIGH
00:55.7,40,8,1.05,25.61,MEDIUM
00:55.7,47,9,0.61,17.57,HIGH
00:55.8,20,34,1.85,26.08,MEDIUM
00:55.8,20,47,1.97,24.22,MEDIUM
00:55.8,26,38,0.90,14.96,HIGH
00:55.8,33,44,0.91,7.82,HIGH
00:55.8,35,45,0.29,9.04,HIGH
00:55.8,40,8,0.94,23.19,HIGH
00:55.8,47,9,0.50,16.80,HIGH
00:55.9,0,34,1.86,29.19,MEDIUM
00:55.9,20,34,1.75,24.69,MEDIUM
00:55.9,20,47,1.92,23.04,MEDIUM
00:55.9,26,38,0.82,13.41,HIGH
00:55.9,33,44,0.80,7.13,HIGH
00:55.9,35,45,0.19,6.40,HIGH
00:55.9,40,8,0.83,20.74,HIGH
00:55.9,47,9,0.39,16.18,HIGH
00:56.0,0,34,1.78,27.96,MEDIUM
00:56.0,20,34,1.66,23.31,MEDIUM
00:56.0,20,47,1.85,21.88,MEDIUM
00:56.0,26,38,0.73,11.90,HIGH
00:56.0,33,44,0.69,6.44,HIGH
00:56.0,34,47,1.78,29.26,MEDIUM
00:56.0,35,45,0.09,4.15,HIGH
00:56.0,40,8,0.72,18.28,HIGH
00:56.0,47,9,0.28,15.73,HIGH
00:56.1,0,34,1.67,26.73,MEDIUM
00:56.1,20,34,1.54,21.90,MEDIUM
00:56.1,20,47,1.77,20.74,MEDIUM
00:56.1,26,38,0.61,10.36,HIGH
00:56.1,33,44,0.58,5.76,HIGH
00:56.1,34,47,1.69,27.63,MEDIUM
00:56.1,40,8,0.61,15.80,HIGH
00:56.1,47,9,0.15,15.45,HIGH
00:56.2,0,34,1.58,25.51,MEDIUM
00:56.2,0,47,2.74,29.54,LOW
00:56.2,20,34,1.44,20.50,MEDIUM
00:56.2,20,47,1.72,19.63,MEDIUM
00:56.2,26,38,0.49,8.79,HIGH
00:56.2,28,35,0.40,29.94,HIGH
00:56.2,33,44,0.48,5.10,HIGH
00:56.2,34,47,1.62,26.03,MEDIUM
00:56.2,40,8,0.51,13.33,HIGH
00:56.2,47,9,0.03,15.34,HIGH
00:56.3,0,34,1.48,24.30,MEDIUM
00:56.3,0,47,2.73,28.51,LOW
00:56.3,20,34,1.34,19.09,MEDIUM
00:56.3,20,47,1.65,18.54,MEDIUM
00:56.3,26,38,0.38,7.22,HIGH
00:56.3,28,35,0.28,29.60,HIGH
00:56.3,30,32,2.03,29.66,LOW
00:56.3,33,44,0.38,4.49,HIGH
00:56.3,34,47,1.54,24.44,MEDIUM
00:56.3,40,8,0.41,10.87,HIGH
00:56.3,46,48,2.05,29.50,LOW
00:56.4,0,34,1.38,23.10,MEDIUM
00:56.4,0,47,2.72,27.51,LOW
00:56.4,20,34,1.23,17.67,MEDIUM
00:56.4,20,47,1.58,17.47,MEDIUM
00:56.4,26,38,0.27,5.70,HIGH
00:56.4,27,43,1.01,27.85,MEDIUM
00:56.4,28,35,0.16,29.37,HIGH
00:56.4,30,32,1.95,28.22,MEDIUM
00:56.4,33,44,0.27,3.94,HIGH
00:56.4,34,47,1.46,22.88,MEDIUM
00:56.4,40,8,0.30,8.45,HIGH
00:56.4,46,48,1.97,28.30,MEDIUM
00:56.5,0,34,1.30,21.92,MEDIUM
00:56.5,0,47,2.69,26.54,LOW
00:56.5,20,34,1.14,16.25,MEDIUM
00:56.5,20,47,1.52,16.42,MEDIUM
00:56.5,26,38,0.16,4.32,HIGH
00:56.5,27,43,0.90,25.11,HIGH
00:56.5,28,35,0.04,29.27,HIGH
00:56.5,30,32,1.86,26.77,MEDIUM
00:56.5,33,44,0.17,3.51,HIGH
00:56.5,34,47,1.39,21.35,MEDIUM
00:56.5,40,8,0.20,6.13,HIGH
00:56.5,46,48,1.90,27.15,MEDIUM
00:56.6,0,34,1.21,20.75,MEDIUM
00:56.6,0,47,2.65,25.59,LOW
00:56.6,20,34,1.04,14.82,MEDIUM
00:56.6,20,47,1.45,15.41,MEDIUM
00:56.6,26,38,0.06,3.37,HIGH
00:56.6,27,43,0.81,22.39,HIGH
00:56.6,30,32,1.77,25.35,MEDIUM
00:56.6,33,44,0.07,3.25,HIGH
00:56.6,34,47,1.30,19.84,MEDIUM
00:56.6,40,8,0.10,4.14,HIGH
00:56.6,46,48,1.86,26.22,MEDIUM
00:56.7,0,34,1.11,19.61,MEDIUM
00:56.7,0,47,2.66,24.67,LOW
00:56.7,15,30,2.07,29.06,LOW
00:56.7,20,34,0.93,13.39,HIGH
00:56.7,20,47,1.38,14.41,MEDIUM
00:56.7,27,43,0.71,19.68,HIGH
00:56.7,30,32,1.68,23.93,MEDIUM
00:56.7,34,47,1.22,18.35,MEDIUM
00:56.7,46,48,1.83,25.29,MEDIUM
00:56.8,0,34,1.02,18.49,MEDIUM
00:56.8,0,47,2.65,23.79,LOW
00:56.8,15,30,2.11,27.76,LOW
00:56.8,15,32,1.58,28.28,MEDIUM
00:56.8,20,34,0.83,11.95,HIGH
00:56.8,20,47,1.32,13.45,MEDIUM
00:56.8,27,43,0.61,16.97,HIGH
00:56.8,30,32,1.59,22.54,MEDIUM
00:56.8,34,47,1.12,16.89,MEDIUM
00:56.8,46,48,1.80,24.38,MEDIUM
00:56.9,0,34,0.93,17.40,CRITICAL
00:56.9,0,47,2.63,22.94,LOW
00:56.9,15,30,2.16,26.55,LOW
00:56.9,15,32,1.50,26.59,MEDIUM
00:56.9,20,34,0.73,10.51,HIGH
00:56.9,20,47,1.26,12.52,MEDIUM
00:56.9,27,43,0.51,14.28,HIGH
00:56.9,30,32,1.50,21.16,MEDIUM
00:56.9,34,47,1.03,15.46,MEDIUM
00:56.9,42,9,1.10,29.56,MEDIUM
00:56.9,46,48,1.85,23.69,MEDIUM
00:57.0,0,34,0.83,16.35,CRITICAL
00:57.0,0,47,2.62,22.11,LOW
00:57.0,15,30,2.24,25.43,LOW
00:57.0,15,32,1.40,24.94,MEDIUM
00:57.0,20,34,0.62,9.06,HIGH
00:57.0,20,47,1.20,11.63,MEDIUM
00:57.0,27,43,0.41,11.62,HIGH
00:57.0,30,32,1.38,19.78,MEDIUM
00:57.0,34,47,0.93,14.05,HIGH
00:57.0,42,9,0.99,26.88,HIGH
00:57.0,46,48,1.91,23.04,MEDIUM
00:57.1,0,34,0.73,15.34,HIGH
00:57.1,0,47,2.61,21.31,LOW
00:57.1,15,30,2.33,24.40,LOW
00:57.1,15,32,1.32,23.33,MEDIUM
00:57.1,20,22,1.96,28.80,MEDIUM
00:57.1,20,34,0.52,7.61,HIGH
00:57.1,20,47,1.15,10.77,MEDIUM
00:57.1,27,43,0.31,9.02,HIGH
00:57.1,30,32,1.28,18.42,MEDIUM
00:57.1,34,47,0.83,12.68,HIGH
00:57.1,42,9,0.89,24.21,HIGH
00:57.1,46,48,2.04,22.43,LOW
00:57.2,0,47,2.65,20.56,LOW
00:57.2,15,30,2.45,23.46,LOW
00:57.2,15,32,1.23,21.78,MEDIUM
00:57.2,20,22,1.84,27.41,MEDIUM
00:57.2,20,47,1.09,9.94,MEDIUM
00:57.2,27,43,0.21,6.52,HIGH
00:57.2,30,32,1.18,17.10,MEDIUM
00:57.2,42,9,0.79,21.55,HIGH
00:57.2,46,48,2.31,21.93,LOW
00:57.3,0,22,2.03,28.95,LOW
00:57.3,0,47,2.63,19.82,LOW
00:57.3,15,30,2.61,22.61,LOW
00:57.3,15,32,1.14,20.28,MEDIUM
00:57.3,20,22,1.73,26.03,MEDIUM
00:57.3,20,47,1.03,9.16,MEDIUM
00:57.3,22,47,2.16,29.93,LOW
00:57.3,27,43,0.11,4.35,HIGH
00:57.3,30,32,1.06,15.80,MEDIUM
00:57.3,42,9,0.69,18.88,HIGH
00:57.3,46,48,2.69,21.50,LOW
00:57.4,0,22,1.92,27.55,MEDIUM
00:57.4,0,47,2.65,19.12,LOW
00:57.4,15,30,2.66,21.80,LOW
00:57.4,15,32,1.04,18.83,MEDIUM
00:57.4,20,22,1.61,24.64,MEDIUM
00:57.4,20,47,0.95,8.39,HIGH
00:57.4,22,47,2.06,28.55,LOW
00:57.4,27,43,0.01,3.21,HIGH
00:57.4,30,32,0.96,14.51,CRITICAL
00:57.4,42,9,0.59,16.24,HIGH
00:57.5,0,22,1.84,26.16,MEDIUM
00:57.5,0,47,2.64,18.44,LOW
00:57.5,15,30,2.71,21.05,LOW
00:57.5,15,32,0.95,17.46,HIGH
00:57.5,20,22,1.51,23.29,MEDIUM
00:57.5,20,47,0.88,7.67,HIGH
00:57.5,22,47,2.01,27.20,LOW
00:57.5,30,32,0.86,13.25,CRITICAL
00:57.5,42,9,0.49,13.60,HIGH
00:57.6,0,22,1.80,24.80,MEDIUM
00:57.6,0,47,2.65,17.79,LOW
00:57.6,15,30,2.78,20.33,LOW
00:57.6,15,32,0.84,16.16,HIGH
00:57.6,20,22,1.43,21.99,MEDIUM
00:57.6,20,47,0.81,6.98,HIGH
00:57.6,22,47,1.99,25.91,MEDIUM
00:57.6,30,32,0.76,12.01,CRITICAL
00:57.6,42,9,0.39,11.00,HIGH
00:57.7,0,22,1.75,23.48,MEDIUM
00:57.7,0,47,2.67,17.17,LOW
00:57.7,15,30,2.86,19.66,LOW
00:57.7,15,32,0.74,14.95,HIGH
00:57.7,20,22,1.35,20.76,MEDIUM
00:57.7,20,47,0.74,6.33,HIGH
00:57.7,22,47,1.96,24.67,MEDIUM
00:57.7,30,32,0.66,10.81,CRITICAL
00:57.7,42,9,0.29,8.46,HIGH
00:57.8,0,22,1.71,22.19,MEDIUM
00:57.8,0,47,2.69,16.58,LOW
00:57.8,15,30,2.96,19.04,LOW
00:57.8,15,32,0.63,13.85,HIGH
00:57.8,20,22,1.26,19.59,MEDIUM
00:57.8,20,47,0.65,5.71,HIGH
00:57.8,22,47,1.93,23.48,MEDIUM
00:57.8,30,32,0.56,9.66,CRITICAL
00:57.8,42,9,0.19,6.05,HIGH
00:57.9,0,22,1.65,20.93,MEDIUM
00:57.9,0,47,2.70,16.01,LOW
00:57.9,15,30,2.97,18.44,LOW
00:57.9,15,32,0.52,12.88,HIGH
00:57.9,20,22,1.16,18.48,MEDIUM
00:57.9,20,47,0.57,5.15,HIGH
00:57.9,22,47,1.90,22.35,MEDIUM
00:57.9,30,32,0.47,8.56,CRITICAL
00:57.9,42,9,0.09,4.03,HIGH
00:58.0,0,22,1.60,19.70,MEDIUM
00:58.0,0,47,2.71,15.46,LOW
00:58.0,11,40,1.06,27.67,MEDIUM
00:58.0,15,30,2.99,17.86,LOW
00:58.0,15,32,0.41,12.07,HIGH
00:58.0,20,22,1.05,17.46,MEDIUM
00:58.0,20,47,0.49,4.63,HIGH
00:58.0,22,47,1.86,21.28,MEDIUM
00:58.0,28,33,1.16,29.10,MEDIUM
00:58.0,30,32,0.37,7.55,CRITICAL
00:58.1,0,22,1.54,18.50,MEDIUM
00:58.1,0,47,2.58,14.91,LOW
00:58.1,11,40,0.98,25.16,HIGH
00:58.1,15,32,0.29,11.44,HIGH
00:58.1,20,22,0.94,16.52,HIGH
00:58.1,20,47,0.38,4.16,HIGH
00:58.1,22,47,1.83,20.26,MEDIUM
00:58.1,23,3,2.88,11.51,LOW
00:58.1,28,33,1.06,26.62,MEDIUM
00:58.1,30,32,0.28,6.65,CRITICAL
00:58.1,42,47,1.90,29.35,MEDIUM
00:58.2,0,22,1.48,17.33,MEDIUM
00:58.2,0,47,2.41,14.34,LOW
00:58.2,15,30,2.70,16.71,LOW
00:58.2,15,32,0.20,10.95,HIGH
00:58.2,20,22,0.83,15.68,HIGH
00:58.2,20,47,0.27,3.74,HIGH
00:58.2,22,47,1.81,19.29,MEDIUM
00:58.2,23,3,2.64,11.12,LOW
00:58.2,28,33,0.96,24.14,HIGH
00:58.2,30,32,0.18,5.93,CRITICAL
00:58.2,42,47,1.86,27.99,MEDIUM
00:58.3,0,22,1.42,16.20,MEDIUM
00:58.3,0,42,1.84,28.70,MEDIUM
00:58.3,0,47,2.21,13.76,LOW
00:58.3,15,30,2.43,16.07,LOW
00:58.3,15,32,0.11,10.62,HIGH
00:58.3,20,22,0.71,14.95,HIGH
00:58.3,20,42,1.37,29.38,MEDIUM
00:58.3,20,47,0.16,3.42,HIGH
00:58.3,22,47,1.80,18.36,MEDIUM
00:58.3,23,3,2.42,10.72,LOW
00:58.3,28,33,0.87,21.69,HIGH
00:58.3,30,32,0.09,5.46,CRITICAL
00:58.3,42,47,1.82,26.68,MEDIUM
00:58.4,0,22,1.35,15.09,MEDIUM
00:58.4,0,42,1.77,27.28,MEDIUM
00:58.4,0,47,2.01,13.14,LOW
00:58.4,15,30,2.16,15.38,LOW
00:58.4,15,32,0.02,10.47,HIGH
00:58.4,20,22,0.59,14.33,HIGH
00:58.4,20,42,1.26,28.29,MEDIUM
00:58.4,20,47,0.05,3.23,HIGH
00:58.4,22,47,1.80,17.48,MEDIUM
00:58.4,23,3,2.24,10.30,LOW
00:58.4,28,33,0.77,19.25,HIGH
00:58.4,42,47,1.78,25.40,MEDIUM
00:58.5,0,22,1.28,14.02,MEDIUM
00:58.5,0,42,1.70,25.91,MEDIUM
00:58.5,0,47,1.83,12.50,MEDIUM
00:58.5,15,30,1.93,14.65,MEDIUM
00:58.5,20,22,0.45,13.83,HIGH
00:58.5,20,42,1.14,27.31,MEDIUM
00:58.5,22,47,1.80,16.64,MEDIUM
00:58.5,23,3,2.03,9.87,LOW
00:58.5,28,33,0.67,16.83,HIGH
00:58.5,42,47,1.74,24.18,MEDIUM
00:58.6,0,22,1.20,12.98,MEDIUM
00:58.6,0,42,1.62,24.58,MEDIUM
00:58.6,0,47,1.65,11.84,MEDIUM
00:58.6,15,30,1.76,13.89,MEDIUM
00:58.6,20,22,0.32,13.47,HIGH
00:58.6,20,42,1.02,26.42,MEDIUM
00:58.6,22,47,1.80,15.84,MEDIUM
00:58.6,23,3,1.82,9.41,MEDIUM
00:58.6,28,33,0.58,14.45,HIGH
00:58.6,42,47,1.71,22.99,MEDIUM
00:58.7,0,22,1.11,11.97,MEDIUM
00:58.7,0,42,1.53,23.31,MEDIUM
00:58.7,0,47,1.47,11.14,MEDIUM
00:58.7,15,30,1.59,13.09,MEDIUM
00:58.7,20,22,0.17,13.26,HIGH
00:58.7,20,42,0.89,25.64,HIGH
00:58.7,22,47,1.81,15.08,MEDIUM
00:58.7,23,3,1.64,8.93,MEDIUM
00:58.7,28,33,0.48,12.09,HIGH
00:58.7,42,47,1.68,21.86,MEDIUM
00:58.8,0,22,1.03,11.01,MEDIUM
00:58.8,0,42,1.45,22.10,MEDIUM
00:58.8,0,47,1.32,10.42,MEDIUM
00:58.8,15,30,1.43,12.25,MEDIUM
00:58.8,20,22,0.03,13.18,HIGH
00:58.8,20,42,0.77,24.97,HIGH
00:58.8,22,47,1.83,14.35,MEDIUM
00:58.8,23,3,1.47,8.44,MEDIUM
00:58.8,27,46,1.34,29.30,MEDIUM
00:58.8,28,33,0.38,9.79,HIGH
00:58.8,3,44,2.87,15.67,LOW
00:58.8,42,47,1.65,20.78,MEDIUM
00:58.9,0,22,0.93,10.09,HIGH
00:58.9,0,42,1.36,20.95,MEDIUM
00:58.9,0,47,1.17,9.67,MEDIUM
00:58.9,15,30,1.26,11.37,MEDIUM
00:58.9,20,42,0.63,24.42,HIGH
00:58.9,22,47,1.85,13.67,MEDIUM
00:58.9,23,3,1.31,7.93,MEDIUM
00:58.9,27,46,1.23,27.12,MEDIUM
00:58.9,28,33,0.29,7.57,HIGH
00:58.9,3,44,2.65,15.13,LOW
00:58.9,42,47,1.63,19.74,MEDIUM
00:59.0,0,22,0.82,9.22,HIGH
00:59.0,0,42,1.26,19.86,MEDIUM
00:59.0,0,47,1.01,8.90,MEDIUM
00:59.0,15,30,1.10,10.44,MEDIUM
00:59.0,20,42,0.48,23.99,HIGH
00:59.0,22,42,1.65,28.76,MEDIUM
00:59.0,22,47,1.89,13.02,MEDIUM
00:59.0,23,3,1.16,7.40,MEDIUM
00:59.0,27,46,1.12,24.93,MEDIUM
00:59.0,28,33,0.19,5.51,HIGH
00:59.0,28,44,2.78,29.91,LOW
00:59.0,3,44,2.45,14.56,LOW
00:59.0,42,47,1.61,18.75,MEDIUM
00:59.1,0,22,0.72,8.42,HIGH
00:59.1,0,42,1.16,18.85,MEDIUM
00:59.1,0,47,0.88,8.10,HIGH
00:59.1,15,30,0.97,9.48,HIGH
00:59.1,20,42,0.33,23.68,HIGH
00:59.1,22,42,1.64,27.13,MEDIUM
00:59.1,22,47,1.93,12.40,MEDIUM
00:59.1,23,3,1.02,6.87,MEDIUM
00:59.1,27,46,1.01,22.73,MEDIUM
